Product ID : 2096 # of JPs covered : 1 : 293 : Insurance Coverage, 
us_000604623,0.148030, 0.396877
us_000549945,0.148030, 0.396877
us_000493387,0.148030, 0.396877
us_000531971,0.148030, 0.396877
us_000474958,0.148030, 0.397548
us_000567238,0.148030, 0.397859
us_000483589,0.148030, 0.397859
us_000569631,0.148030, 0.397859
us_000548553,0.148030, 0.397859
us_000493049,0.148030, 0.397859
us_000523209,0.148030, 0.397859
us_000509842,0.148030, 0.397859
us_000479467,0.148030, 0.397859
us_000534653,0.148030, 0.397859
us_000493822,0.148030, 0.397859
us_000513163,0.148030, 0.397859
us_000540075,0.148030, 0.397859
us_000523282,0.148030, 0.397859
us_000533709,0.148030, 0.397859
us_000499820,0.148030, 0.397859
us_000546615,0.148030, 0.397859
us_000569650,0.148030, 0.397859
us_000554862,0.148030, 0.397859
us_000545837,0.148030, 0.397859
us_000522727,0.148030, 0.397859
us_000556599,0.148030, 0.397859
us_000554166,0.148030, 0.397859
us_000543993,0.148030, 0.397859
us_000479910,0.148030, 0.397859
us_000533461,0.148030, 0.397859
us_000488316,0.148030, 0.397859
us_000548068,0.148030, 0.398251
us_000487711,0.148030, 0.398525
us_000483812,0.148030, 0.398863
us_000513014,0.148030, 0.398863
us_000501980,0.148030, 0.398863
us_000503244,0.148030, 0.398863
us_000548067,0.148030, 0.398863
us_000602828,0.148030, 0.398863
us_000504139,0.148030, 0.398863
us_000504665,0.148030, 0.398863
us_000568106,0.148030, 0.398863
us_000602479,0.148030, 0.398863
us_000535103,0.148030, 0.398863
us_000517987,0.148030, 0.398863
us_000523663,0.148030, 0.398863
us_000512621,0.148030, 0.398863
us_000555188,0.148030, 0.398863
us_000544164,0.148030, 0.398863
us_000567208,0.148030, 0.398863
us_000554078,0.148030, 0.398863
us_000521476,0.148030, 0.398863
us_000549454,0.148030, 0.398863
us_000559936,0.148030, 0.398863
us_000553216,0.148030, 0.398863
us_000538768,0.148030, 0.398863
us_000536978,0.148030, 0.398863
us_000537618,0.148030, 0.398863
us_000517998,0.148030, 0.398863
us_000535096,0.148030, 0.398863
us_000492948,0.148030, 0.398863
us_000484503,0.148030, 0.398863
us_000547342,0.148030, 0.398863
us_000502784,0.148030, 0.398863
us_000552699,0.148030, 0.398863
us_000602355,0.148030, 0.398863
us_000545285,0.148030, 0.398863
us_000545243,0.148030, 0.398863
us_000567652,0.148030, 0.398863
us_000517985,0.148030, 0.398863
us_000486036,0.148030, 0.398863
us_000479399,0.148030, 0.398863
us_000504131,0.148030, 0.398863
us_000508321,0.148030, 0.398863
us_000531589,0.148030, 0.398863
us_000148536,0.148030, 0.398863
us_000479758,0.148030, 0.398863
us_000493995,0.148030, 0.398863
us_000487182,0.148030, 0.398863
us_000479635,0.148030, 0.398863
us_000606428,0.148030, 0.398863
us_000482772,0.148030, 0.398863
us_000482727,0.148030, 0.398863
us_000567067,0.148030, 0.398863
us_000492357,0.148030, 0.398863
us_000542491,0.148030, 0.398863
us_000516200,0.148030, 0.398863
us_000602555,0.148030, 0.398863
us_000602528,0.148030, 0.398863
us_000532188,0.148030, 0.398863
us_000559226,0.148030, 0.398863
us_000508189,0.148030, 0.399215
us_000537500,0.148030, 0.399405
us_000499280,0.148030, 0.399407
us_000501452,0.148030, 0.399424
us_000495284,0.148030, 0.399452
us_000490246,0.148030, 0.399480
us_000477953,0.148030, 0.399644
us_000483184,0.148030, 0.399889
us_000523678,0.148030, 0.399889
us_000483192,0.148030, 0.399889
us_000523131,0.148030, 0.399889
us_000512472,0.148030, 0.399889
us_000521676,0.148030, 0.399889
us_000541745,0.148030, 0.399889
us_000478559,0.148030, 0.399889
us_000560934,0.148030, 0.399889
us_000504483,0.148030, 0.399889
us_000500956,0.148030, 0.399889
us_000605660,0.148030, 0.399889
us_000536080,0.148030, 0.399889
us_000547604,0.148030, 0.399889
us_000555907,0.148030, 0.399889
us_000544293,0.148030, 0.399889
us_000512457,0.148030, 0.399889
us_000544875,0.148030, 0.399889
us_000548578,0.148030, 0.399889
us_000523026,0.148030, 0.399889
us_000615415,0.148030, 0.399889
us_000540432,0.148030, 0.399889
us_000509524,0.148030, 0.399889
us_000555412,0.148030, 0.399889
us_000478645,0.148030, 0.399889
us_000544707,0.148030, 0.399889
us_000548399,0.148030, 0.399889
us_000509663,0.148030, 0.399889
us_000554072,0.148030, 0.399889
us_000478287,0.148030, 0.399889
us_000559871,0.148030, 0.399889
us_000478510,0.148030, 0.399889
us_000606454,0.148030, 0.399889
us_000480088,0.148030, 0.399889
us_000478716,0.148030, 0.399889
us_000549196,0.148030, 0.399889
us_000551949,0.148030, 0.399889
us_000536067,0.148030, 0.399889
us_000533620,0.148030, 0.399889
us_000581694,0.148030, 0.399889
us_000521804,0.148030, 0.399889
us_000545395,0.148030, 0.399889
us_000531747,0.148030, 0.399889
us_000513086,0.148030, 0.399889
us_000483194,0.148030, 0.399889
us_000483158,0.148030, 0.399889
us_000484861,0.148030, 0.399889
us_000474941,0.148030, 0.399889
us_000508365,0.148030, 0.399889
us_000581082,0.148030, 0.399889
us_000559869,0.148030, 0.399889
us_000519995,0.148030, 0.399889
us_000524593,0.148030, 0.399889
us_000499418,0.148030, 0.399889
us_000531814,0.148030, 0.399889
us_000499455,0.148030, 0.399889
us_000532990,0.148030, 0.399889
us_000521674,0.148030, 0.399889
us_000513343,0.148030, 0.399889
us_000530906,0.148030, 0.399889
us_000538122,0.148030, 0.399889
us_000509960,0.148030, 0.399889
us_000524117,0.148030, 0.399889
us_000606507,0.148030, 0.399889
us_000528651,0.148030, 0.399889
us_000520494,0.148030, 0.399889
us_000544256,0.148030, 0.399889
us_000521041,0.148030, 0.399889
us_000482808,0.148030, 0.399889
us_000497592,0.148030, 0.399889
us_000483318,0.148030, 0.399889
us_000521244,0.148030, 0.399889
us_000485276,0.148030, 0.399889
us_000507474,0.148030, 0.399889
us_000606000,0.148030, 0.399889
us_000581449,0.148030, 0.399889
us_000544193,0.148030, 0.399889
us_000606467,0.148030, 0.399889
us_000541830,0.148030, 0.399889
us_000492185,0.148030, 0.399889
us_000497463,0.148030, 0.399889
us_000607648,0.148030, 0.399889
us_000497894,0.148030, 0.399889
us_000548970,0.148030, 0.399889
us_000534914,0.148030, 0.399889
us_000612398,0.148030, 0.399889
us_000505072,0.148030, 0.399889
us_000557430,0.148030, 0.399889
us_000543823,0.148030, 0.399889
us_000558639,0.148030, 0.399889
us_000486076,0.148030, 0.399889
us_000513369,0.148030, 0.399889
us_000547956,0.148030, 0.399889
us_000497200,0.148030, 0.399889
us_000532292,0.148030, 0.399889
us_000549268,0.148030, 0.399889
us_000559874,0.148030, 0.399889
us_000499451,0.148030, 0.399889
us_000485880,0.148030, 0.399889
us_000548577,0.148030, 0.399889
us_000478484,0.148030, 0.399889
us_000549199,0.148030, 0.399889
us_000549675,0.148030, 0.399889
us_000535257,0.148030, 0.399889
us_000505000,0.148030, 0.399889
us_000544370,0.148030, 0.399889
us_000534982,0.148030, 0.399889
us_000524383,0.148030, 0.399889
us_000560880,0.148030, 0.399889
us_000483096,0.148030, 0.399889
us_000497481,0.148030, 0.399889
us_000528854,0.148030, 0.399889
us_000549011,0.148030, 0.399889
us_000480168,0.148030, 0.399889
us_000508035,0.148030, 0.399889
us_000568413,0.148030, 0.399889
us_000541828,0.148030, 0.399889
us_000496142,0.148030, 0.399889
us_000483169,0.148030, 0.399889
us_000488186,0.148030, 0.399889
us_000538683,0.148030, 0.399889
us_000510236,0.148030, 0.399889
us_000556632,0.148030, 0.399889
us_000503734,0.148030, 0.399889
us_000521372,0.148030, 0.399889
us_000524473,0.148030, 0.399889
us_000478613,0.148030, 0.399889
us_000473208,0.148030, 0.400080
us_000544051,0.148030, 0.400175
us_000565812,0.148030, 0.400431
us_000496872,0.148030, 0.400658
us_000521765,0.148030, 0.400760
us_000527377,0.148030, 0.401327
us_000480111,0.148030, 0.401327
us_000484270,0.148030, 0.401327
us_000463472,0.148030, 0.401821
us_000558453,0.148030, 0.402283
us_000483189,0.148030, 0.402353
us_000492904,0.148030, 0.402353
us_000496180,0.148030, 0.402353
us_000540904,0.148030, 0.402353
us_000545120,0.148030, 0.402693
us_000497692,0.148030, 0.403016
us_000480024,0.148030, 0.403020
us_000497747,0.148030, 0.403031
us_000472061,0.148030, 0.403191
us_000477294,0.148030, 0.405072
us_000565835,0.148030, 0.405106
us_000520843,0.148030, 0.406270
us_000478301,0.148030, 0.406270
us_000476683,0.148030, 0.406497
us_000605918,0.148030, 0.406819
us_000474628,0.148030, 0.407068
us_000555390,0.148030, 0.407294
us_000521591,0.148030, 0.407440
us_000474788,0.148030, 0.407909
us_000475416,0.148030, 0.407925
us_000605013,0.148030, 0.408326
us_000460673,0.148030, 0.408443
us_000485114,0.148030, 0.408656
us_000476502,0.148030, 0.409201
us_000480044,0.148030, 0.409790
us_000550185,0.148030, 0.410085
us_000551894,0.148030, 0.410598
us_000497443,0.148030, 0.411035
us_000496704,0.148030, 0.411829
us_000556331,0.148030, 0.412147
us_000479406,0.148030, 0.412348
us_000521700,0.148030, 0.412348
us_000536891,0.148030, 0.413393
us_000488164,0.148030, 0.413550
us_000496031,0.148030, 0.414189
us_000540391,0.148030, 0.414235
us_000580288,0.148030, 0.414701
us_000150723,0.148030, 0.415116
us_000523630,0.148030, 0.415817
us_000608641,0.148030, 0.416598
us_000581540,0.148030, 0.416608
us_000532126,0.148030, 0.417326
us_000478328,0.148030, 0.418367
us_000601186,0.148030, 0.418997
us_000510657,0.148030, 0.419571
us_000472075,0.148030, 0.420260
us_000480034,0.148030, 0.420296
us_000485800,0.148030, 0.421164
us_000496183,0.148030, 0.422312
us_000534138,0.148030, 0.422376
us_000609233,0.148030, 0.423532
us_000497757,0.148030, 0.424955
us_000536433,0.148030, 0.425736
us_000466561,0.148030, 0.426338
us_000497501,0.148030, 0.426561
us_000499190,0.148030, 0.426571
us_000515853,0.148030, 0.426970
us_000603425,0.148030, 0.428229
us_000510660,0.148030, 0.429959
us_000535968,0.148030, 0.430752
us_000480013,0.148030, 0.432978
us_000492215,0.148030, 0.433274
us_000499778,0.148030, 0.436057
us_000490373,0.148030, 0.437864
us_000479621,0.148030, 0.439038
us_000483198,0.148030, 0.440511
us_000605111,0.148030, 0.442217
us_000524815,0.148030, 0.442364
us_000336640,0.148030, 0.444851
us_000570719,0.148030, 0.445016
us_000552680,0.148030, 0.447305
us_000495285,0.148030, 0.447919
us_000475120,0.148030, 0.447961
us_000492213,0.148030, 0.456728
us_000552549,0.148030, 0.456809
us_000555945,0.148030, 0.457120
us_000497667,0.148030, 0.458294
us_000540271,0.148030, 0.460895
us_000574741,0.148030, 0.462857
us_000581016,0.148030, 0.463560
us_000474096,0.148030, 0.464837
us_000493065,0.148030, 0.468259
us_000503072,0.148030, 0.468417
us_000551910,0.148030, 0.472836
us_000543459,0.148030, 0.473385
us_000540110,0.148030, 0.475208
us_000480219,0.148030, 0.476443
us_000492195,0.148030, 0.481391
us_000598365,0.148030, 0.481699
us_000496742,0.148030, 0.486608
us_000477900,0.148030, 0.487331
us_000499491,0.148030, 0.490532
us_000477488,0.148030, 0.494593
us_000570845,0.148030, 0.495992
us_000553993,0.148030, 0.499064
us_000574433,0.148030, 0.501815
us_000508322,0.148030, 0.506118
us_000528190,0.148030, 0.521468
us_000578955,0.148030, 0.522969
us_000593512,0.148030, 0.525528
us_000477574,0.148030, 0.533944
us_000534169,0.148030, 0.534427
us_000468236,0.148030, 0.536414
us_000544359,0.148030, 0.539577
us_000486462,0.148030, 0.539600
us_000545233,0.148030, 0.545568
us_000545329,0.148030, 0.548656
us_000497309,0.148030, 0.552333
us_000202986,0.148030, 0.554649
us_000546201,0.148030, 0.562213
us_000477640,0.148030, 0.563919
us_000541810,0.148030, 0.564283
us_000552744,0.148030, 0.567278
us_000498755,0.148030, 0.571611
us_000479576,0.148030, 0.571993
us_000553611,0.148030, 0.577651
us_000489037,0.148030, 0.581304
us_000511611,0.148030, 0.597553
us_000552143,0.148030, 0.604621
us_000393110,0.148030, 0.617523
us_000485033,0.148030, 0.635726
us_000503389,0.148030, 0.645535
us_000472681,0.148030, 0.705764
us_000478012,0.148030, 0.728850
us_000490396,0.148030, 0.729708
us_000589520,0.148030, 0.747919
us_000589527,0.148030, 0.772128
us_000518068,0.148030, 0.779178
us_000521633,0.148030, 0.804862
us_000468389,0.148030, 0.899518
us_000497219,0.148030, 0.920745
us_000525664,0.148030, 1.016961
us_000491412,0.148030, 1.060494
us_000546233,0.148030, 1.186017
us_000459031,0.148030, 1.416315
us_000562967,0.146068, 0.000000
us_000561364,0.146068, 0.000000
us_000519891,0.146068, 0.000000
us_000549186,0.146068, 0.000000
us_000540146,0.146068, 0.000000
us_000519368,0.146068, 0.000000
us_000499321,0.146068, 0.000000
us_000548400,0.146068, 0.000000
us_000540255,0.146068, 0.000000
us_000546725,0.146068, 0.000000
us_000562143,0.146068, 0.000000
us_000569184,0.146068, 0.000000
us_000561536,0.146068, 0.000000
us_000509081,0.146068, 0.000000
us_000568218,0.146068, 0.000000
pr_000280607,0.146068, 0.000000
pr_000719851,0.146068, 0.000000
us_000563494,0.146068, 0.000004
us_000545793,0.146068, 0.000007
us_000534217,0.146068, 0.000007
pr_001814521,0.146068, 0.000012
pr_001707945,0.146068, 0.000012
pr_001090378,0.146068, 0.000017
us_000541631,0.146068, 0.000017
pr_000858700,0.146068, 0.000033
pr_000825608,0.146068, 0.000033
pr_000538215,0.146068, 0.000040
pr_000918022,0.146068, 0.000075
pr_000707332,0.146068, 0.000085
pr_000644146,0.146068, 0.000146
pr_000561282,0.146068, 0.000207
us_000549949,0.146068, 0.000357
pr_000103462,0.146068, 0.000497
us_000542691,0.146068, 0.000648
us_000480504,0.146068, 0.000648
us_000549441,0.146068, 0.000731
us_000568166,0.146068, 0.000731
us_000549383,0.146068, 0.000731
us_000462148,0.146068, 0.000960
pr_000859592,0.146068, 0.001154
us_000499877,0.146068, 0.001903
us_000497664,0.146068, 0.002141
us_000563413,0.146068, 0.007342
us_000594348,0.146068, 0.010504
us_000557355,0.146068, 0.011825
us_000541186,0.146068, 0.011950
us_000474373,0.146068, 0.068295
us_000533481,0.146068, 0.260825
us_000589724,0.146068, 0.285163
us_000008477,0.146068, 0.320350
us_000615522,0.146068, 0.328221
us_000579679,0.146068, 0.339192
us_000586543,0.146068, 0.343348
us_000531278,0.146068, 0.344011
us_000578126,0.146068, 0.359266
us_000587507,0.146068, 0.367202
us_000616448,0.146068, 0.368976
us_000531972,0.146068, 0.373444
us_000565851,0.146068, 0.387610
us_000532531,0.146068, 0.395914
us_000500902,0.146068, 0.432085
us_000499202,0.146068, 0.444616
us_000534577,0.146068, 0.484004
us_000552747,0.146068, 1.568772
us_000536302,0.126892, 0.000003
us_000560279,0.126892, 0.000460
us_000486575,0.126892, 0.003110
us_000471414,0.126892, 0.004612
us_000524735,0.126892, 1.153141
pr_001627507,0.109780, 0.000000
pr_000835396,0.109780, 0.000000
pr_001087116,0.109780, 0.000000
pr_000972009,0.109780, 0.000000
us_000598724,0.109780, 0.000004
pr_001835584,0.109780, 0.000051
us_000604438,0.109780, 0.000115
us_000579651,0.109780, 0.000153
pr_000886077,0.109780, 0.000158
us_000588991,0.109780, 0.000698
us_000575411,0.109780, 0.000753
us_000615760,0.109780, 0.001337
us_000615759,0.109780, 0.001337
us_000597538,0.109780, 0.001337
us_000599108,0.109780, 0.001337
us_000569807,0.109780, 0.001337
us_000582083,0.109780, 0.001337
us_000580751,0.109780, 0.001337
us_000591019,0.109780, 0.001337
us_000592319,0.109780, 0.001337
us_000599117,0.109780, 0.001337
us_000555143,0.109780, 0.001337
us_000615366,0.109780, 0.001353
us_000600600,0.109780, 0.001739
us_000465315,0.109780, 0.001879
us_000581513,0.109780, 0.002130
pr_000605045,0.109780, 0.002617
us_000570070,0.109780, 0.004754
us_000549435,0.109780, 0.007093
us_000569803,0.109780, 0.008330
us_000564033,0.109780, 0.010416
us_000528614,0.109780, 0.010457
us_000509725,0.109780, 0.011676
us_000510562,0.109780, 0.027847
us_000582237,0.109780, 0.039440
us_000465783,0.109780, 0.099510
us_000476077,0.109780, 1.004666
us_000525887,0.109780, 1.064365
us_000486325,0.109780, 1.316416
us_000499551,0.109780, 1.482571
us_000495621,0.109780, 1.628553
us_000292496,0.109780, 1.666743
us_000589781,0.109780, 1.681162
us_000589518,0.109780, 1.714944
us_000495693,0.109780, 1.728053
us_000586000,0.109780, 1.729734
us_000585933,0.109780, 1.766578
us_000487982,0.109780, 1.803741
us_000527753,0.109780, 1.814778
us_000488234,0.109780, 1.829641
us_000537379,0.109780, 1.872085
us_000488015,0.109780, 1.873659
us_000537464,0.109780, 1.885186
us_000468149,0.109780, 1.891515
us_000486466,0.109780, 1.956812
us_000488033,0.109780, 1.975552
us_000500843,0.109780, 2.003440
us_000512862,0.109780, 2.026688
us_000589929,0.109780, 2.068544
us_000586087,0.109780, 2.074639
us_000537731,0.109780, 2.109096
us_000503660,0.109780, 2.266546
us_000495276,0.109780, 2.277052
us_000504907,0.109780, 2.304615
us_000503675,0.109780, 2.321935
us_000486590,0.109780, 2.454964
us_000494381,0.098817, 0.000000
pr_001588193,0.098817, 0.000000
pr_001699249,0.098817, 0.000000
pr_001655065,0.098817, 0.000000
pr_001936643,0.098817, 0.000000
pr_001946208,0.098817, 0.000000
pr_001899285,0.098817, 0.000000
pr_002191489,0.098817, 0.000000
pr_002132274,0.098817, 0.000000
pr_002132215,0.098817, 0.000000
pr_001927460,0.098817, 0.000000
pr_002191686,0.098817, 0.000000
pr_001667177,0.098817, 0.000000
pr_002131458,0.098817, 0.000000
pr_002176864,0.098817, 0.000000
pr_002099914,0.098817, 0.000000
pr_001392368,0.098817, 0.000000
pr_002118944,0.098817, 0.000000
pr_001706196,0.098817, 0.000000
pr_001609000,0.098817, 0.000000
pr_001167280,0.098817, 0.000000
pr_001709752,0.098817, 0.000000
pr_001900476,0.098817, 0.000000
pr_001975796,0.098817, 0.000000
pr_001645442,0.098817, 0.000000
pr_001672393,0.098817, 0.000000
pr_002150272,0.098817, 0.000000
pr_001118111,0.098817, 0.000000
pr_001140697,0.098817, 0.000000
pr_001964104,0.098817, 0.000000
pr_001960116,0.098817, 0.000000
pr_000000210,0.098817, 0.000000
pr_001057949,0.098817, 0.000001
pr_000989938,0.098817, 0.000001
pr_000933920,0.098817, 0.000003
pr_000765514,0.098817, 0.000006
pr_001040090,0.098817, 0.000007
pr_001123765,0.098817, 0.000007
pr_001050440,0.098817, 0.000007
pr_001964216,0.098817, 0.000008
pr_001661340,0.098817, 0.000008
pr_002072234,0.098817, 0.000008
pr_000767256,0.098817, 0.000009
pr_001040043,0.098817, 0.000009
pr_001046566,0.098817, 0.000009
pr_001061797,0.098817, 0.000009
pr_001049475,0.098817, 0.000009
pr_001051008,0.098817, 0.000009
pr_001085929,0.098817, 0.000009
pr_001049504,0.098817, 0.000015
pr_001048969,0.098817, 0.000019
pr_001027125,0.098817, 0.000019
pr_001058519,0.098817, 0.000019
pr_001047888,0.098817, 0.000019
pr_000755488,0.098817, 0.000019
pr_001028651,0.098817, 0.000019
pr_001051507,0.098817, 0.000019
pr_001086205,0.098817, 0.000019
pr_001061697,0.098817, 0.000019
pr_001049072,0.098817, 0.000025
pr_001068602,0.098817, 0.000025
pr_000775075,0.098817, 0.000025
pr_001049418,0.098817, 0.000025
pr_000770897,0.098817, 0.000025
pr_001059678,0.098817, 0.000025
pr_001100398,0.098817, 0.000025
pr_000648901,0.098817, 0.000026
pr_000821987,0.098817, 0.000028
pr_000821930,0.098817, 0.000028
pr_000656752,0.098817, 0.000028
pr_000610101,0.098817, 0.000028
pr_000648019,0.098817, 0.000028
pr_002106924,0.098817, 0.000032
pr_002168070,0.098817, 0.000032
pr_002131426,0.098817, 0.000032
pr_001581980,0.098817, 0.000034
pr_000949718,0.098817, 0.000034
pr_001049385,0.098817, 0.000034
pr_000729912,0.098817, 0.000034
pr_001104738,0.098817, 0.000034
pr_001052824,0.098817, 0.000034
pr_000852816,0.098817, 0.000035
pr_001052927,0.098817, 0.000042
pr_001769202,0.098817, 0.000044
pr_001935908,0.098817, 0.000049
pr_001397604,0.098817, 0.000049
pr_001961985,0.098817, 0.000049
pr_001082782,0.098817, 0.000055
pr_000937765,0.098817, 0.000059
pr_001817473,0.098817, 0.000059
pr_001162256,0.098817, 0.000059
pr_001027112,0.098817, 0.000061
pr_001051112,0.098817, 0.000067
pr_001913517,0.098817, 0.000071
pr_000696829,0.098817, 0.000071
pr_001048947,0.098817, 0.000077
pr_001080524,0.098817, 0.000077
pr_001054941,0.098817, 0.000082
pr_001057825,0.098817, 0.000082
pr_001099366,0.098817, 0.000082
pr_000432967,0.098817, 0.000083
pr_000939361,0.098817, 0.000100
pr_001149294,0.098817, 0.000102
pr_001897354,0.098817, 0.000102
pr_002127991,0.098817, 0.000102
pr_002138348,0.098817, 0.000139
pr_001896184,0.098817, 0.000139
pr_001135542,0.098817, 0.000140
pr_002108507,0.098817, 0.000208
pr_000639578,0.098817, 0.000216
pr_000435453,0.098817, 0.000216
pr_001053789,0.098817, 0.000241
pr_001864137,0.098817, 0.000249
pr_001910760,0.098817, 0.000253
pr_000596814,0.098817, 0.000261
us_000541804,0.098817, 0.000292
pr_000891677,0.098817, 0.000350
pr_000942373,0.098817, 0.000352
pr_000431315,0.098817, 0.000737
pr_000769873,0.098817, 0.000974
pr_000706718,0.098817, 0.001033
us_000462350,0.098817, 0.001448
us_000474493,0.098817, 0.002002
pr_000728425,0.098817, 0.002119
us_000492633,0.098817, 0.007617
us_000603008,0.098817, 0.007825
us_000177096,0.098817, 0.012379
us_000491698,0.098817, 0.012379
us_000610133,0.098817, 0.030487
us_000510665,0.098817, 0.030696
us_000077639,0.098817, 0.032752
us_000607042,0.098817, 0.047406
us_000557482,0.098817, 0.072586
us_000598008,0.098817, 0.089066
us_000536982,0.098817, 0.094936
us_000475801,0.098817, 0.103905
us_000486806,0.098817, 0.122721
us_000494262,0.098817, 0.130049
us_000483947,0.098817, 0.150815
us_000491311,0.098817, 0.193968
us_000251994,0.098817, 0.250694
us_000464790,0.098817, 0.518994
us_000467107,0.098817, 0.618944
us_000475466,0.098817, 0.642354
us_000482720,0.098817, 0.651419
us_000482875,0.098817, 0.716848
us_000482883,0.098817, 0.716848
us_000481879,0.098817, 0.724560
us_000483604,0.098817, 0.735158
us_000483616,0.098817, 0.759085
us_000532888,0.079294, 0.000000
us_000481088,0.079294, 0.000000
us_000462245,0.079294, 0.000000
us_000481190,0.079294, 0.000000
us_000461979,0.079294, 0.000000
us_000465534,0.079294, 0.000000
us_000479829,0.079294, 0.000000
us_000570612,0.079294, 0.000000
us_000495472,0.079294, 0.000000
us_000489410,0.079294, 0.000000
us_000531550,0.079294, 0.000000
us_000461426,0.079294, 0.000000
us_000462137,0.079294, 0.000000
us_000481075,0.079294, 0.000000
us_000531600,0.079294, 0.000000
us_000535508,0.079294, 0.000000
us_000462241,0.079294, 0.000000
us_000536509,0.079294, 0.000000
us_000527348,0.079294, 0.000001
us_000525800,0.079294, 0.000001
us_000509503,0.079294, 0.000001
us_000523525,0.079294, 0.000001
us_000541856,0.079294, 0.000001
us_000511198,0.079294, 0.000001
us_000534632,0.079294, 0.000001
us_000525980,0.079294, 0.000001
us_000519295,0.079294, 0.000001
us_000523913,0.079294, 0.000001
us_000557321,0.079294, 0.000001
us_000479536,0.079294, 0.000001
us_000546738,0.079294, 0.000001
us_000422016,0.079294, 0.000001
us_000514187,0.079294, 0.000001
us_000552339,0.079294, 0.000003
us_000559657,0.079294, 0.000003
us_000528217,0.079294, 0.000003
us_000560511,0.079294, 0.000003
us_000545310,0.079294, 0.000004
us_000592246,0.079294, 0.000004
us_000561887,0.079294, 0.000004
us_000592418,0.079294, 0.000004
us_000592212,0.079294, 0.000004
us_000560459,0.079294, 0.000004
us_000539358,0.079294, 0.000004
us_000508616,0.079294, 0.000004
us_000504925,0.079294, 0.000004
us_000524305,0.079294, 0.000004
us_000551321,0.079294, 0.000004
us_000511248,0.079294, 0.000004
us_000500642,0.079294, 0.000006
us_000559436,0.079294, 0.000013
us_000592412,0.079294, 0.000015
us_000591489,0.079294, 0.000015
us_000501547,0.079294, 0.000015
us_000561032,0.079294, 0.000015
pr_000918140,0.079294, 0.000045
us_000534119,0.079294, 0.000050
pr_001660143,0.079294, 0.000058
us_000288838,0.079294, 0.000106
us_000463179,0.079294, 0.000121
us_000486701,0.079294, 0.000250
us_000530361,0.079294, 0.000266
us_000530217,0.079294, 0.000266
us_000569603,0.079294, 0.000373
us_000583826,0.079294, 0.000473
us_000556643,0.079294, 0.000516
us_000586924,0.079294, 0.000525
us_000493838,0.079294, 0.000539
us_000532538,0.079294, 0.000612
us_000515622,0.079294, 0.000627
us_000593770,0.079294, 0.000734
us_000519044,0.079294, 0.000767
pr_001040064,0.079294, 0.000809
us_000538953,0.079294, 0.000863
us_000487177,0.079294, 0.000986
us_000513375,0.079294, 0.001033
us_000522607,0.079294, 0.001035
us_000534961,0.079294, 0.001088
us_000562783,0.079294, 0.001139
us_000564019,0.079294, 0.001211
us_000544618,0.079294, 0.001235
us_000545558,0.079294, 0.001235
us_000517293,0.079294, 0.001235
us_000514401,0.079294, 0.001235
us_000559383,0.079294, 0.001239
us_000532187,0.079294, 0.001249
us_000519110,0.079294, 0.001394
us_000591855,0.079294, 0.001471
us_000522365,0.079294, 0.001590
us_000534759,0.079294, 0.001724
us_000504955,0.079294, 0.001731
us_000487704,0.079294, 0.001740
us_000583914,0.079294, 0.001839
us_000573550,0.079294, 0.001984
us_000464607,0.079294, 0.002587
us_000577681,0.079294, 0.003413
us_000493303,0.079294, 0.003835
us_000587107,0.079294, 0.004304
us_000529649,0.079294, 0.004823
us_000580794,0.079294, 0.005775
us_000593192,0.079294, 0.005793
us_000510430,0.079294, 0.006283
us_000498724,0.079294, 0.007825
us_000503551,0.079294, 0.007856
us_000480679,0.079294, 0.007871
us_000513598,0.079294, 0.008495
us_000148148,0.079294, 0.011641
us_000481133,0.079294, 0.011964
us_000481236,0.079294, 0.014456
us_000547452,0.079294, 0.016023
us_000550695,0.079294, 0.017611
us_000523723,0.079294, 0.017822
us_000538103,0.079294, 0.017986
us_000523565,0.079294, 0.018230
us_000608033,0.079294, 0.018284
us_000600572,0.079294, 0.019531
us_000611342,0.079294, 0.021463
us_000579339,0.079294, 0.022160
us_000579160,0.079294, 0.023122
us_000431116,0.079294, 0.023269
us_000513760,0.079294, 0.024508
us_000571944,0.079294, 0.026295
us_000596144,0.079294, 0.029004
us_000586453,0.079294, 0.036268
us_000550150,0.079294, 0.045015
us_000472455,0.079294, 0.050919
us_000485280,0.079294, 0.051443
us_000594684,0.079294, 0.054916
us_000495479,0.079294, 0.058360
us_000583838,0.079294, 0.077368
us_000591785,0.079294, 0.086663
us_000494786,0.079294, 0.087406
us_000572942,0.079294, 0.226541
us_000468511,0.079294, 0.383742
us_000494246,0.079294, 0.554778
us_000537448,0.079294, 0.791288
us_000590988,0.079294, 1.357762
us_000494442,0.079294, 4.482062
us_000578981,0.079294, 4.484226
us_000494291,0.079294, 4.742535
us_000592722,0.079294, 7.913875
pr_000182426,0.078536, 0.000000
pr_000344215,0.078536, 0.000000
pr_001675199,0.078536, 0.000000
pr_000597678,0.078536, 0.000000
pr_001004865,0.078536, 0.000000
pr_000487351,0.078536, 0.000000
pr_000379099,0.078536, 0.000000
pr_000593756,0.078536, 0.000000
pr_000591756,0.078536, 0.000000
pr_000591062,0.078536, 0.000000
pr_000591068,0.078536, 0.000000
pr_000169519,0.078536, 0.000000
pr_000596712,0.078536, 0.000000
pr_000004599,0.078536, 0.000000
pr_000591804,0.078536, 0.000000
pr_000594069,0.078536, 0.000000
