Product ID : 2070 # of JPs covered : 1 : 364 : Class Action-Pre-Certification, 
pr_000490688,0.549492, 0.000000
pr_000812313,0.549492, 0.000000
pr_000975657,0.549492, 0.000000
pr_001676553,0.549492, 0.000000
pr_000199386,0.549492, 0.000000
pr_000596288,0.549492, 0.000000
pr_000732906,0.549492, 0.000000
pr_000734590,0.549492, 0.000000
pr_002058163,0.549492, 0.000000
pr_000858040,0.549492, 0.000001
pr_000003923,0.549492, 0.000001
pr_001404829,0.549492, 0.000001
pr_001118509,0.549492, 0.000001
pr_001044666,0.549492, 0.000001
pr_001704856,0.549492, 0.000001
pr_001399912,0.549492, 0.000001
pr_000562864,0.549492, 0.000001
pr_000186253,0.549492, 0.000001
pr_001068839,0.549492, 0.000001
pr_000554341,0.549492, 0.000001
pr_000990118,0.549492, 0.000001
pr_000691805,0.549492, 0.000001
pr_001417301,0.549492, 0.000001
pr_001031853,0.549492, 0.000001
pr_000712508,0.549492, 0.000001
pr_001700313,0.549492, 0.000001
pr_000815260,0.549492, 0.000001
pr_000832306,0.549492, 0.000001
pr_001131936,0.549492, 0.000001
pr_000645331,0.549492, 0.000001
pr_001078152,0.549492, 0.000001
pr_001583754,0.549492, 0.000001
pr_000837841,0.549492, 0.000002
pr_001056797,0.549492, 0.000002
pr_000991286,0.549492, 0.000002
pr_000953689,0.549492, 0.000002
pr_001728304,0.549492, 0.000002
pr_000858225,0.549492, 0.000002
pr_001141132,0.549492, 0.000002
pr_001651472,0.549492, 0.000002
pr_001406818,0.549492, 0.000002
pr_000163381,0.549492, 0.000002
pr_000165057,0.549492, 0.000004
pr_001638738,0.549492, 0.000004
pr_001055509,0.549492, 0.000004
pr_000593187,0.549492, 0.000004
pr_000920873,0.549492, 0.000004
pr_000883185,0.549492, 0.000004
pr_001160771,0.549492, 0.000004
pr_000335339,0.549492, 0.000004
pr_000707921,0.549492, 0.000004
pr_000730975,0.549492, 0.000004
pr_000333587,0.549492, 0.000005
pr_000632242,0.549492, 0.000005
pr_001167377,0.549492, 0.000006
pr_001700281,0.549492, 0.000006
pr_001165456,0.549492, 0.000006
pr_001649577,0.549492, 0.000006
pr_000906227,0.549492, 0.000006
pr_001166707,0.549492, 0.000007
pr_000930587,0.549492, 0.000009
pr_000296288,0.549492, 0.000012
pr_000167263,0.549492, 0.000012
pr_000852199,0.549492, 0.000012
pr_000193557,0.549492, 0.000012
pr_000961476,0.549492, 0.000012
pr_000758058,0.549492, 0.000012
pr_001015123,0.549492, 0.000012
pr_001021575,0.549492, 0.000012
pr_000943090,0.549492, 0.000012
pr_000190808,0.549492, 0.000012
pr_000722343,0.549492, 0.000012
pr_000217323,0.549492, 0.000012
pr_000175215,0.549492, 0.000012
pr_000218403,0.549492, 0.000012
pr_000162001,0.549492, 0.000012
pr_001025179,0.549492, 0.000012
pr_000978390,0.549492, 0.000012
pr_000958620,0.549492, 0.000012
pr_000220223,0.549492, 0.000012
pr_000597234,0.549492, 0.000012
pr_000332522,0.549492, 0.000012
pr_000213448,0.549492, 0.000012
pr_000167989,0.549492, 0.000012
pr_000627972,0.549492, 0.000012
pr_000882034,0.549492, 0.000012
pr_000891509,0.549492, 0.000012
pr_000169989,0.549492, 0.000012
pr_000879392,0.549492, 0.000012
pr_000226598,0.549492, 0.000012
pr_001598157,0.549492, 0.000012
pr_000545777,0.549492, 0.000013
pr_000932902,0.549492, 0.000014
pr_001020222,0.549492, 0.000014
pr_001019628,0.549492, 0.000014
pr_000964186,0.549492, 0.000014
pr_000966723,0.549492, 0.000014
pr_001098531,0.549492, 0.000014
pr_000924750,0.549492, 0.000014
pr_001018746,0.549492, 0.000014
pr_000745226,0.549492, 0.000014
pr_000884874,0.549492, 0.000014
pr_000758183,0.549492, 0.000015
pr_000942682,0.549492, 0.000015
pr_001653767,0.549492, 0.000015
pr_000889171,0.549492, 0.000022
pr_000756035,0.549492, 0.000022
pr_000760129,0.549492, 0.000022
pr_001155017,0.549492, 0.000026
pr_001649481,0.549492, 0.000035
pr_000990134,0.549492, 0.000035
pr_000885302,0.549492, 0.000035
pr_000952566,0.549492, 0.000035
pr_001037760,0.549492, 0.000036
pr_001022828,0.549492, 0.000038
pr_000020856,0.549492, 0.000043
pr_001017672,0.549492, 0.000048
pr_001627880,0.549492, 0.000050
pr_001691536,0.549492, 0.000050
pr_001398320,0.549492, 0.000053
pr_000638287,0.549492, 0.000059
pr_001704437,0.549492, 0.000059
pr_000023043,0.549492, 0.000062
pr_001388381,0.549492, 0.000064
pr_000748526,0.549492, 0.000064
pr_001118026,0.549492, 0.000065
pr_000602993,0.549492, 0.000066
pr_000217000,0.549492, 0.000077
pr_000026309,0.549492, 0.000080
pr_001018697,0.549492, 0.000096
pr_001058403,0.549492, 0.000098
pr_000335130,0.549492, 0.000102
pr_001743921,0.549492, 0.000108
pr_000165889,0.549492, 0.000116
pr_000700821,0.549492, 0.000117
pr_001824817,0.549492, 0.000119
pr_000927086,0.549492, 0.000178
pr_000113678,0.549492, 0.000198
pr_000879467,0.549492, 0.000213
pr_000965910,0.549492, 0.000226
pr_000543969,0.549492, 0.000255
us_000507015,0.549492, 0.000288
pr_000902165,0.549492, 0.000305
pr_000305843,0.549492, 0.000498
pr_001412258,0.549492, 0.000501
us_000592707,0.549492, 0.000828
us_000575082,0.549492, 0.000868
pr_000835223,0.549492, 0.001126
us_000478028,0.549492, 0.003346
pr_001409651,0.549492, 0.003778
pr_001115398,0.549492, 0.004028
us_000592334,0.549492, 0.004965
us_000543414,0.549492, 0.006130
us_000511664,0.549492, 0.008315
pr_000779114,0.547270, 0.000000
us_000595071,0.547270, 0.000012
pr_000936168,0.547270, 0.000298
pr_000691081,0.547270, 0.000695
pr_001591154,0.547270, 0.000695
pr_001071652,0.547270, 0.000695
pr_001024725,0.547270, 0.000695
pr_000707200,0.547270, 0.000695
pr_001645936,0.547270, 0.000695
pr_001614101,0.547270, 0.000695
pr_001077965,0.547270, 0.000695
pr_001162869,0.547270, 0.000695
pr_000735381,0.547270, 0.000695
pr_001738906,0.547270, 0.000695
pr_001078380,0.547270, 0.000695
pr_000738884,0.547270, 0.000718
pr_000859259,0.547270, 0.000718
pr_000192113,0.547270, 0.000740
pr_001085079,0.547270, 0.000872
pr_001591109,0.547270, 0.000889
pr_000668391,0.547270, 0.000976
pr_000178511,0.547270, 0.001126
pr_000320397,0.547270, 0.001166
pr_001765869,0.547270, 0.001289
pr_000704580,0.547270, 0.001458
pr_002109718,0.547270, 0.001965
pr_000999712,0.547270, 0.002246
pr_001162347,0.547270, 0.006610
us_000550131,0.547270, 0.376546
us_000501459,0.547270, 0.515477
us_000534318,0.547270, 0.531635
us_000479148,0.547270, 0.532205
us_000476677,0.547270, 0.544972
us_000543038,0.547270, 0.588513
us_000508416,0.547270, 0.591544
us_000497625,0.547270, 0.601471
us_000514727,0.547270, 0.605798
us_000511062,0.547270, 0.610766
us_000521210,0.547270, 0.618597
us_000182733,0.547270, 0.619264
us_000498775,0.547270, 0.620656
us_000482127,0.547270, 0.626323
us_000497896,0.547270, 0.628891
us_000499182,0.547270, 0.629263
us_000504021,0.547270, 0.635295
us_000436010,0.547270, 0.647280
us_000488035,0.547270, 0.649121
us_000510775,0.547270, 0.649666
us_000537217,0.547270, 0.652532
us_000499420,0.547270, 0.656708
us_000508685,0.547270, 0.661797
us_000474893,0.547270, 0.663636
us_000511712,0.547270, 0.666894
us_000459329,0.547270, 0.669605
us_000556952,0.547270, 0.671223
us_000504200,0.547270, 0.673612
us_000543266,0.547270, 0.674843
us_000587436,0.547270, 0.675848
us_000481183,0.547270, 0.679456
us_000194888,0.547270, 0.679581
us_000541829,0.547270, 0.682271
us_000197130,0.547270, 0.685746
us_000587570,0.547270, 0.686504
us_000560863,0.547270, 0.688519
us_000535170,0.547270, 0.688542
us_000526885,0.547270, 0.693418
us_000480314,0.547270, 0.697390
us_000409904,0.547270, 0.698259
us_000496096,0.547270, 0.700083
us_000540414,0.547270, 0.701146
us_000480583,0.547270, 0.704147
us_000562487,0.547270, 0.708578
us_000501450,0.547270, 0.710212
us_000501135,0.547270, 0.710822
us_000480396,0.547270, 0.710864
us_000587975,0.547270, 0.710900
us_000519380,0.547270, 0.713746
us_000475111,0.547270, 0.714943
us_000587022,0.547270, 0.715208
us_000510057,0.547270, 0.715279
us_000525892,0.547270, 0.721306
us_000482810,0.547270, 0.722573
us_000515696,0.547270, 0.723279
us_000495881,0.547270, 0.723411
us_000420949,0.547270, 0.724728
us_000505969,0.547270, 0.725810
us_000495715,0.547270, 0.728723
us_000572191,0.547270, 0.730255
us_000572190,0.547270, 0.730255
us_000477411,0.547270, 0.732028
us_000477184,0.547270, 0.733770
us_000499953,0.547270, 0.734093
us_000469464,0.547270, 0.735455
us_000557031,0.547270, 0.736194
us_000526256,0.547270, 0.736194
us_000544142,0.547270, 0.736194
us_000567241,0.547270, 0.737650
us_000480285,0.547270, 0.738078
us_000280221,0.547270, 0.738594
us_000572802,0.547270, 0.740352
us_000523447,0.547270, 0.742121
us_000473726,0.547270, 0.742550
us_000540463,0.547270, 0.742727
us_000499939,0.547270, 0.744677
us_000505872,0.547270, 0.745421
us_000566407,0.547270, 0.746945
us_000478429,0.547270, 0.748193
us_000522301,0.547270, 0.751428
us_000506931,0.547270, 0.751428
us_000525794,0.547270, 0.751428
us_000505908,0.547270, 0.753433
us_000499465,0.547270, 0.754590
us_000557193,0.547270, 0.754640
us_000527669,0.547270, 0.754775
us_000490042,0.547270, 0.755068
us_000479494,0.547270, 0.755695
us_000507350,0.547270, 0.761033
us_000507182,0.547270, 0.761033
us_000458549,0.547270, 0.764318
us_000499753,0.547270, 0.764946
us_000523840,0.547270, 0.766682
us_000505160,0.547270, 0.767884
us_000540561,0.547270, 0.771257
us_000430549,0.547270, 0.772260
us_000536881,0.547270, 0.773472
us_000556490,0.547270, 0.773829
us_000478766,0.547270, 0.775541
us_000521900,0.547270, 0.775565
us_000505001,0.547270, 0.775565
us_000540515,0.547270, 0.775565
us_000521717,0.547270, 0.775565
us_000523599,0.547270, 0.775655
us_000520203,0.547270, 0.776426
us_000557453,0.547270, 0.777472
us_000557713,0.547270, 0.778928
us_000557093,0.547270, 0.780353
us_000545031,0.547270, 0.780668
us_000523594,0.547270, 0.780734
us_000542944,0.547270, 0.780734
us_000525412,0.547270, 0.780734
us_000526880,0.547270, 0.780734
us_000519829,0.547270, 0.780734
us_000526016,0.547270, 0.780734
us_000526908,0.547270, 0.780734
us_000523461,0.547270, 0.780734
us_000526917,0.547270, 0.780734
us_000525295,0.547270, 0.780734
us_000542338,0.547270, 0.780734
us_000525722,0.547270, 0.780734
us_000525920,0.547270, 0.780734
us_000557716,0.547270, 0.780734
us_000511544,0.547270, 0.780734
us_000525215,0.547270, 0.780734
us_000525702,0.547270, 0.780734
us_000506119,0.547270, 0.780734
us_000557714,0.547270, 0.780734
us_000526878,0.547270, 0.780734
us_000525381,0.547270, 0.780734
us_000511708,0.547270, 0.780734
us_000543826,0.547270, 0.780734
us_000556443,0.547270, 0.780734
us_000556948,0.547270, 0.780734
us_000567171,0.547270, 0.780734
us_000506932,0.547270, 0.780734
us_000557890,0.547270, 0.780734
us_000557624,0.547270, 0.782426
us_000525253,0.547270, 0.782588
us_000519616,0.547270, 0.783155
us_000497363,0.547270, 0.783327
us_000526855,0.547270, 0.785419
us_000519518,0.547270, 0.791888
us_000557884,0.547270, 0.792572
us_000550493,0.547270, 0.792696
us_000522150,0.547270, 0.793002
us_000526527,0.547270, 0.801058
us_000543721,0.547270, 0.803392
us_000217745,0.547270, 0.804819
us_000185495,0.547270, 0.804833
us_000526525,0.547270, 0.805788
us_000588117,0.547270, 0.806595
us_000557350,0.547270, 0.813309
us_000541454,0.547270, 0.820128
us_000535798,0.547270, 0.820128
us_000499959,0.547270, 0.821105
us_000538220,0.547270, 0.821396
us_000515056,0.547270, 0.822426
us_000474889,0.547270, 0.832357
us_000510586,0.547270, 0.840830
us_000537997,0.547270, 0.873668
us_000501410,0.547270, 0.879027
us_000538301,0.547270, 0.909779
us_000510832,0.547270, 0.924841
us_000509780,0.547270, 0.925331
us_000387634,0.547270, 0.928456
us_000497153,0.547270, 0.935728
us_000480203,0.547270, 0.948563
us_000545972,0.547270, 0.961170
us_000544616,0.547270, 0.981934
us_000544042,0.547270, 0.990666
us_000478382,0.547270, 1.015287
us_000506579,0.547270, 1.035132
us_000499873,0.547270, 1.045072
us_000497765,0.547270, 1.061577
us_000561091,0.547270, 1.169486
us_000473969,0.547270, 1.255253
us_000523437,0.547270, 1.288951
us_000474699,0.547270, 1.649641
us_000498791,0.547270, 1.741641
us_000500623,0.534453, 0.000000
us_000495935,0.534453, 0.000000
us_000563913,0.534453, 0.000000
pr_000618132,0.534453, 0.000007
pr_001059081,0.534453, 0.000019
us_000487072,0.534453, 0.003240
pr_000653891,0.534453, 0.003555
us_000469261,0.534453, 0.021301
us_000472628,0.534453, 0.023399
us_000486296,0.534453, 1.255143
us_000554403,0.534453, 1.354187
us_000450965,0.534453, 1.397169
us_000228501,0.534453, 1.448989
us_000117504,0.534453, 1.497065
us_000508897,0.534453, 1.512733
us_000559000,0.534453, 1.573284
us_000591526,0.534453, 1.622000
us_000478053,0.530722, 0.000004
us_000473597,0.530722, 0.000004
us_000489189,0.530722, 0.000006
us_000580295,0.530722, 0.000006
us_000495463,0.530722, 0.000006
us_000489519,0.530722, 0.000006
us_000580318,0.530722, 0.000006
us_000496495,0.530722, 0.000006
us_000521522,0.530722, 0.000006
us_000580290,0.530722, 0.000006
us_000580403,0.530722, 0.000006
us_000502680,0.530722, 0.000006
us_000494316,0.530722, 0.000006
us_000504533,0.530722, 0.000006
us_000495495,0.530722, 0.000006
pr_000796422,0.530722, 0.000133
us_000543920,0.530722, 0.001220
us_000575463,0.530722, 0.001265
us_000564051,0.530722, 0.002329
us_000591569,0.530722, 0.003841
us_000488146,0.530722, 0.003974
us_000523498,0.530722, 0.004392
us_000527683,0.530722, 0.005631
us_000506628,0.530722, 0.012053
us_000495676,0.530722, 0.012264
us_000583820,0.530722, 0.018606
us_000575391,0.530722, 0.019395
us_000501358,0.530722, 0.028840
us_000528580,0.530722, 0.046400
us_000560695,0.530722, 0.057550
us_000594270,0.530722, 0.112105
us_000558968,0.530722, 1.533069
us_000527632,0.530722, 1.606657
us_000508341,0.515683, 0.901311
us_000551247,0.515683, 3.820928
pr_000730814,0.508489, 0.000000
pr_000705038,0.508489, 0.000002
pr_000825688,0.508489, 0.000004
pr_001159596,0.508489, 0.000034
pr_000791802,0.508489, 0.000226
us_000528196,0.508489, 0.000275
pr_001153774,0.508489, 0.000302
pr_000905930,0.508489, 0.000398
us_000323634,0.508489, 0.000813
us_000528632,0.508489, 0.001696
us_000527942,0.508489, 0.868442
us_000559288,0.508489, 0.870763
us_000559291,0.508489, 0.902192
us_000503046,0.508489, 0.932643
us_000337568,0.497366, 0.000000
us_000467463,0.497366, 0.000000
us_000485830,0.497366, 0.000103
us_000565944,0.497366, 0.000139
us_000551696,0.497366, 0.000273
us_000583114,0.497366, 0.000486
us_000489766,0.497366, 0.001562
us_000495758,0.497366, 0.014425
us_000590257,0.497366, 0.842289
pr_000028857,0.479373, 0.000000
us_000528980,0.479373, 0.000003
us_000430352,0.479373, 0.000003
us_000475735,0.479373, 0.000003
pr_000716417,0.479373, 0.000009
pr_001091171,0.479373, 0.000028
pr_001850133,0.479373, 0.000037
pr_002068799,0.479373, 0.000046
pr_000166615,0.479373, 0.000073
pr_000178489,0.479373, 0.000092
pr_001707467,0.479373, 0.000136
pr_000922929,0.479373, 0.000179
us_000529377,0.479373, 0.003717
us_000485812,0.479373, 0.006449
us_000591919,0.479373, 0.010295
us_000574664,0.479373, 0.381246
us_000278295,0.479373, 0.449608
us_000535855,0.479373, 0.481606
us_000583923,0.479373, 0.489542
us_000554802,0.479373, 0.493010
us_000493096,0.479373, 0.504753
us_000574661,0.479373, 0.527852
us_000467435,0.479373, 0.532808
us_000559822,0.479373, 0.533858
us_000537389,0.479373, 0.541193
us_000584238,0.479373, 0.543970
us_000513643,0.479373, 0.546288
us_000553149,0.479373, 0.552240
us_000568226,0.479373, 0.554041
us_000510377,0.479373, 0.554890
us_000569228,0.479373, 0.556065
us_000573609,0.479373, 0.556635
us_000559532,0.479373, 0.558743
us_000553609,0.479373, 0.561657
us_000536053,0.479373, 0.564736
us_000475804,0.479373, 0.569228
us_000559739,0.479373, 0.570041
us_000536024,0.479373, 0.573696
us_000537880,0.479373, 0.574443
us_000481852,0.479373, 0.576925
us_000537212,0.479373, 0.577136
us_000526362,0.479373, 0.577232
us_000533116,0.479373, 0.577302
us_000514388,0.479373, 0.577654
us_000500252,0.479373, 0.579430
us_000535539,0.479373, 0.583212
us_000491247,0.479373, 0.583827
us_000525787,0.479373, 0.585799
us_000517740,0.479373, 0.587160
us_000542228,0.479373, 0.588965
us_000514238,0.479373, 0.590858
us_000525790,0.479373, 0.592429
us_000560315,0.479373, 0.594311
us_000530088,0.479373, 0.594324
us_000488789,0.479373, 0.594424
us_000577921,0.479373, 0.595734
us_000535485,0.479373, 0.596092
us_000529420,0.479373, 0.596688
us_000526553,0.479373, 0.604684
us_000516478,0.479373, 0.605794
us_000557839,0.479373, 0.607219
us_000530633,0.479373, 0.616506
us_000528871,0.479373, 0.617653
us_000554801,0.479373, 0.619539
us_000514265,0.479373, 0.620400
us_000544160,0.479373, 0.620617
us_000490100,0.479373, 0.621278
us_000534650,0.479373, 0.621744
us_000488755,0.479373, 0.622059
us_000500421,0.479373, 0.623942
us_000517291,0.479373, 0.627318
us_000547287,0.479373, 0.630465
us_000484274,0.479373, 0.631466
us_000568438,0.479373, 0.632021
us_000526852,0.479373, 0.639205
us_000534826,0.479373, 0.639649
us_000529901,0.479373, 0.644083
us_000489580,0.479373, 0.644844
us_000547463,0.479373, 0.647255
us_000557927,0.479373, 0.647547
us_000478151,0.479373, 0.648549
us_000544286,0.479373, 0.648742
us_000514533,0.479373, 0.649436
us_000529480,0.479373, 0.650717
us_000513648,0.479373, 0.650717
us_000529508,0.479373, 0.650717
us_000490429,0.479373, 0.652522
us_000512338,0.479373, 0.653196
us_000529329,0.479373, 0.653884
us_000517676,0.479373, 0.653884
us_000547345,0.479373, 0.653884
us_000517664,0.479373, 0.653884
us_000517727,0.479373, 0.653884
us_000531541,0.479373, 0.653884
us_000559297,0.479373, 0.653884
us_000547438,0.479373, 0.653884
us_000517741,0.479373, 0.653884
us_000544122,0.479373, 0.653946
us_000447580,0.479373, 0.657348
us_000533817,0.479373, 0.657348
us_000547460,0.479373, 0.657348
us_000517718,0.479373, 0.657348
us_000535231,0.479373, 0.657348
us_000516754,0.479373, 0.657348
us_000514085,0.479373, 0.657348
us_000535238,0.479373, 0.657348
us_000535228,0.479373, 0.657348
us_000515705,0.479373, 0.657348
us_000535484,0.479373, 0.657348
us_000535229,0.479373, 0.657348
us_000558445,0.479373, 0.657348
us_000517358,0.479373, 0.657348
us_000558412,0.479373, 0.657348
us_000558007,0.479373, 0.657348
us_000545159,0.479373, 0.657348
us_000516488,0.479373, 0.657348
us_000535512,0.479373, 0.657348
us_000546948,0.479373, 0.657348
us_000559239,0.479373, 0.657348
us_000547478,0.479373, 0.657348
us_000527711,0.479373, 0.657348
us_000546271,0.479373, 0.657348
us_000558477,0.479373, 0.657348
us_000535520,0.479373, 0.657348
us_000558515,0.479373, 0.657348
us_000535224,0.479373, 0.657348
us_000535012,0.479373, 0.657348
us_000535230,0.479373, 0.657348
us_000579143,0.479373, 0.658109
us_000512371,0.479373, 0.659111
us_000558517,0.479373, 0.660103
us_000558513,0.479373, 0.660103
us_000534202,0.479373, 0.660611
us_000481592,0.479373, 0.661017
us_000491251,0.479373, 0.661341
us_000522514,0.479373, 0.662431
us_000491558,0.479373, 0.662465
us_000511410,0.479373, 0.663036
us_000584048,0.479373, 0.666639
us_000534995,0.479373, 0.674378
us_000530814,0.479373, 0.675006
us_000547466,0.479373, 0.677236
us_000537484,0.479373, 0.681898
us_000475139,0.479373, 0.687365
us_000482762,0.479373, 0.692842
us_000517726,0.479373, 0.694475
us_000530032,0.479373, 0.709488
us_000485763,0.479373, 0.711789
us_000527966,0.479373, 0.714500
us_000534375,0.479373, 0.721296
us_000483663,0.479373, 0.727466
us_000498773,0.479373, 0.740779
us_000492292,0.479373, 0.743623
us_000544967,0.479373, 0.754669
us_000503268,0.479373, 0.777629
us_000492653,0.479373, 0.822867
us_000524492,0.479373, 0.890315
us_000508818,0.479373, 1.202691
us_000482293,0.479373, 1.203953
us_000467646,0.479373, 1.214749
us_000559095,0.479373, 1.265864
us_000510491,0.479373, 1.555134
us_000467692,0.479373, 1.556613
us_000547867,0.478780, 0.000000
pr_000966403,0.478780, 0.000000
pr_001114326,0.478780, 0.000000
us_000529622,0.478780, 0.000007
us_000482340,0.478780, 0.000023
us_000491001,0.478780, 0.000024
pr_000592787,0.478780, 0.000122
pr_000163608,0.478780, 0.003154
us_000576463,0.478780, 0.010706
us_000579126,0.478780, 0.499692
us_000487023,0.403719, 0.000000
us_000616760,0.403719, 0.000000
us_000488890,0.403719, 0.000000
us_000487316,0.403719, 0.000000
us_000473544,0.403719, 0.000007
pr_000748296,0.403719, 0.000025
pr_000838376,0.403719, 0.000613
pr_001136666,0.403719, 0.000703
pr_000713515,0.403719, 0.000704
pr_000958952,0.403719, 0.000732
pr_001047383,0.403719, 0.000796
pr_000989447,0.403719, 0.000847
pr_000637148,0.403719, 0.000876
pr_000822642,0.403719, 0.000885
pr_000555931,0.403719, 0.000924
pr_001583767,0.403719, 0.000961
pr_000724900,0.403719, 0.001168
pr_001086649,0.403719, 0.001181
pr_001076727,0.403719, 0.001211
pr_001015299,0.403719, 0.001219
pr_000728235,0.403719, 0.001312
pr_001020223,0.403719, 0.001347
pr_000727586,0.403719, 0.001347
pr_000939952,0.403719, 0.001347
pr_000338808,0.403719, 0.001471
pr_000997656,0.403719, 0.001524
pr_000163503,0.403719, 0.001608
pr_000891324,0.403719, 0.001746
pr_000862806,0.403719, 0.002237
pr_001657219,0.403719, 0.002528
pr_001017515,0.403719, 0.003204
us_000499755,0.403719, 0.014183
us_000471979,0.403719, 0.016132
us_000525890,0.403719, 0.021989
us_000502093,0.403719, 0.221894
us_000465139,0.403719, 0.865532
pr_000582935,0.401917, 0.000000
pr_001893939,0.401917, 0.000000
pr_001894285,0.401917, 0.000000
pr_001842126,0.401917, 0.000000
us_000557669,0.401917, 0.000001
us_000557667,0.401917, 0.000001
us_000517346,0.401917, 0.000001
us_000534800,0.401917, 0.000001
us_000541877,0.401917, 0.000001
us_000506344,0.401917, 0.000001
us_000502429,0.401917, 0.000001
pr_000307069,0.401917, 0.000003
pr_001410759,0.401917, 0.000014
pr_000900939,0.401917, 0.000029
pr_001913574,0.401917, 0.000041
pr_001010282,0.401917, 0.000092
pr_000668563,0.401917, 0.001184
us_000531767,0.401917, 0.005215
us_000583121,0.401917, 0.228022
us_000595644,0.401917, 0.323278
us_000493707,0.401917, 0.402805
us_000587931,0.401917, 0.436444
us_000461323,0.401917, 0.451678
us_000584772,0.401917, 0.453024
us_000547857,0.401917, 0.455117
us_000530532,0.401917, 0.456912
us_000576674,0.401917, 0.471728
us_000542169,0.401917, 0.471975
us_000549086,0.401917, 0.480179
us_000535411,0.401917, 0.480751
us_000513803,0.401917, 0.480898
us_000572178,0.401917, 0.485040
us_000617222,0.401917, 0.487536
us_000533744,0.401917, 0.493396
us_000600674,0.401917, 0.493697
us_000478153,0.401917, 0.494075
us_000582833,0.401917, 0.494162
us_000515717,0.401917, 0.499386
us_000469255,0.401917, 0.500251
us_000562264,0.401917, 0.500361
us_000093533,0.401917, 0.502167
us_000484625,0.401917, 0.502423
us_000578100,0.401917, 0.503191
us_000573134,0.401917, 0.504640
us_000589244,0.401917, 0.506572
us_000566906,0.401917, 0.506943
us_000581309,0.401917, 0.507963
us_000550819,0.401917, 0.508993
us_000515134,0.401917, 0.509057
us_000600551,0.401917, 0.510810
us_000543801,0.401917, 0.513234
us_000245477,0.401917, 0.515786
us_000601143,0.401917, 0.517135
us_000559293,0.401917, 0.520878
us_000493742,0.401917, 0.521511
us_000541658,0.401917, 0.522005
us_000466346,0.401917, 0.523082
us_000540801,0.401917, 0.523707
us_000586210,0.401917, 0.523799
us_000600673,0.401917, 0.523799
us_000542216,0.401917, 0.524389
us_000579748,0.401917, 0.524467
us_000587162,0.401917, 0.525197
us_000584214,0.401917, 0.525249
us_000599018,0.401917, 0.526059
us_000610527,0.401917, 0.526887
us_000517807,0.401917, 0.527547
us_000583534,0.401917, 0.528427
us_000608475,0.401917, 0.528645
us_000570434,0.401917, 0.529471
us_000580443,0.401917, 0.531086
us_000549858,0.401917, 0.532453
us_000542984,0.401917, 0.533009
us_000617138,0.401917, 0.536293
us_000530200,0.401917, 0.537712
us_000501108,0.401917, 0.540157
us_000583743,0.401917, 0.541394
us_000501453,0.401917, 0.541756
us_000466032,0.401917, 0.541760
us_000556502,0.401917, 0.543583
us_000547076,0.401917, 0.543583
us_000600693,0.401917, 0.544555
us_000078088,0.401917, 0.544764
us_000462129,0.401917, 0.544839
us_000582932,0.401917, 0.546125
us_000583395,0.401917, 0.547340
us_000614897,0.401917, 0.547340
us_000583391,0.401917, 0.547340
us_000583488,0.401917, 0.547340
us_000575773,0.401917, 0.548313
us_000599448,0.401917, 0.548313
us_000615781,0.401917, 0.548738
us_000616045,0.401917, 0.548738
us_000616046,0.401917, 0.548738
us_000583270,0.401917, 0.549701
us_000557857,0.401917, 0.550140
us_000578690,0.401917, 0.550140
us_000605728,0.401917, 0.550140
us_000602454,0.401917, 0.550140
us_000610305,0.401917, 0.550140
us_000582823,0.401917, 0.550140
us_000580764,0.401917, 0.550140
us_000517802,0.401917, 0.550724
us_000494295,0.401917, 0.551124
us_000573650,0.401917, 0.551831
us_000513316,0.401917, 0.552217
us_000555855,0.401917, 0.553048
us_000517762,0.401917, 0.553963
us_000600308,0.401917, 0.556045
us_000543079,0.401917, 0.558661
us_000566321,0.401917, 0.558776
us_000533344,0.401917, 0.559596
us_000546323,0.401917, 0.561436
us_000612607,0.401917, 0.561795
us_000531144,0.401917, 0.565407
us_000512878,0.401917, 0.565789
us_000502173,0.401917, 0.566389
us_000578796,0.401917, 0.567053
us_000558537,0.401917, 0.568012
us_000602002,0.401917, 0.568341
us_000487317,0.401917, 0.570331
us_000488368,0.401917, 0.571744
us_000513847,0.401917, 0.571744
us_000477614,0.401917, 0.572601
us_000604946,0.401917, 0.573951
us_000616106,0.401917, 0.574427
us_000547413,0.401917, 0.574930
us_000546008,0.401917, 0.578005
us_000531426,0.401917, 0.578450
us_000529365,0.401917, 0.578663
us_000529275,0.401917, 0.578663
us_000517447,0.401917, 0.578663
us_000547340,0.401917, 0.578663
us_000558557,0.401917, 0.578663
us_000547274,0.401917, 0.578663
us_000515766,0.401917, 0.578663
us_000534529,0.401917, 0.578663
us_000515774,0.401917, 0.578663
us_000531502,0.401917, 0.578663
us_000463818,0.401917, 0.578678
us_000596960,0.401917, 0.579244
us_000584829,0.401917, 0.580339
us_000549762,0.401917, 0.580490
us_000580819,0.401917, 0.580490
us_000516650,0.401917, 0.580490
us_000527724,0.401917, 0.580490
us_000530218,0.401917, 0.580490
us_000517261,0.401917, 0.580490
us_000546787,0.401917, 0.580490
us_000517737,0.401917, 0.580490
us_000516613,0.401917, 0.580490
us_000513066,0.401917, 0.580490
us_000581221,0.401917, 0.580490
us_000516586,0.401917, 0.580490
us_000608936,0.401917, 0.580490
us_000610886,0.401917, 0.580490
us_000512870,0.401917, 0.580490
us_000546291,0.401917, 0.580490
us_000513968,0.401917, 0.580490
us_000513995,0.401917, 0.580490
us_000517344,0.401917, 0.580490
