Product ID : 1025 # of JPs covered : 1 : 138 : Tax Law, 
us_000556037,0.061165, 1.007862
us_000186359,0.061165, 1.009269
us_000464423,0.061165, 1.009714
us_000532270,0.061165, 1.011379
us_000549808,0.061165, 1.013459
us_000539666,0.061165, 1.016033
us_000509167,0.061165, 1.019121
us_000548926,0.061165, 1.021422
us_000533389,0.061165, 1.022598
us_000500976,0.061165, 1.023468
us_000493480,0.061165, 1.024906
us_000482923,0.061165, 1.028017
us_000584575,0.061165, 1.028792
us_000504501,0.061165, 1.030975
us_000595559,0.061165, 1.030990
us_000547154,0.061165, 1.033411
us_000599794,0.061165, 1.037694
us_000570493,0.061165, 1.039128
us_000563771,0.061165, 1.039669
us_000534390,0.061165, 1.042432
us_000586578,0.061165, 1.042524
us_000569481,0.061165, 1.046671
us_000574788,0.061165, 1.047819
us_000564089,0.061165, 1.048540
us_000513402,0.061165, 1.048603
us_000516533,0.061165, 1.049188
us_000598553,0.061165, 1.050558
us_000592793,0.061165, 1.050904
us_000500297,0.061165, 1.051174
us_000561026,0.061165, 1.052422
us_000517120,0.061165, 1.052552
us_000521770,0.061165, 1.052685
us_000584867,0.061165, 1.054006
us_000586677,0.061165, 1.057915
us_000572589,0.061165, 1.058673
us_000513457,0.061165, 1.061267
us_000532428,0.061165, 1.061758
us_000583647,0.061165, 1.062670
us_000471766,0.061165, 1.062867
us_000599953,0.061165, 1.063386
us_000553343,0.061165, 1.063599
us_000572608,0.061165, 1.063951
us_000564007,0.061165, 1.064153
us_000532857,0.061165, 1.064733
us_000588079,0.061165, 1.065312
us_000484373,0.061165, 1.065347
us_000554956,0.061165, 1.065548
us_000598929,0.061165, 1.066219
us_000494117,0.061165, 1.066270
us_000558935,0.061165, 1.066386
us_000517188,0.061165, 1.067091
us_000501591,0.061165, 1.067435
us_000525146,0.061165, 1.067697
us_000549909,0.061165, 1.067776
us_000599144,0.061165, 1.067877
us_000481356,0.061165, 1.068288
us_000557437,0.061165, 1.069713
us_000583394,0.061165, 1.070342
us_000523314,0.061165, 1.070643
us_000572611,0.061165, 1.071040
us_000557390,0.061165, 1.071404
us_000575510,0.061165, 1.071442
us_000589141,0.061165, 1.071532
us_000599141,0.061165, 1.071536
us_000599806,0.061165, 1.071536
us_000572347,0.061165, 1.071536
us_000561422,0.061165, 1.071536
us_000544088,0.061165, 1.071790
us_000543608,0.061165, 1.072267
us_000592167,0.061165, 1.072370
us_000497677,0.061165, 1.072619
us_000591682,0.061165, 1.073248
us_000591677,0.061165, 1.073248
us_000591680,0.061165, 1.073248
us_000591678,0.061165, 1.073248
us_000591681,0.061165, 1.073248
us_000550660,0.061165, 1.075134
us_000550698,0.061165, 1.075134
us_000522188,0.061165, 1.075200
us_000487451,0.061165, 1.075674
us_000577134,0.061165, 1.076048
us_000516644,0.061165, 1.076561
us_000482680,0.061165, 1.077072
us_000579940,0.061165, 1.077079
us_000583257,0.061165, 1.077663
us_000544510,0.061165, 1.078557
us_000494185,0.061165, 1.079197
us_000488302,0.061165, 1.079514
us_000532746,0.061165, 1.079917
us_000575786,0.061165, 1.080634
us_000486644,0.061165, 1.081712
us_000556773,0.061165, 1.081757
us_000591675,0.061165, 1.082223
us_000591673,0.061165, 1.082223
us_000497761,0.061165, 1.082223
us_000497680,0.061165, 1.082223
us_000532344,0.061165, 1.082223
us_000524468,0.061165, 1.082223
us_000597565,0.061165, 1.082223
us_000497673,0.061165, 1.082223
us_000580742,0.061165, 1.082562
us_000556489,0.061165, 1.082691
us_000544132,0.061165, 1.084369
us_000472701,0.061165, 1.084387
us_000484986,0.061165, 1.084677
us_000592166,0.061165, 1.084980
us_000461089,0.061165, 1.085446
us_000583232,0.061165, 1.085523
us_000555893,0.061165, 1.086848
us_000574882,0.061165, 1.088355
us_000557146,0.061165, 1.089705
us_000471943,0.061165, 1.090311
us_000555904,0.061165, 1.094676
us_000443729,0.061165, 1.095246
us_000501738,0.061165, 1.099855
us_000485698,0.061165, 1.104206
us_000482531,0.061165, 1.107365
us_000509967,0.061165, 1.107793
us_000503074,0.061165, 1.109257
us_000486677,0.061165, 1.110052
us_000516009,0.061165, 1.111722
us_000486527,0.061165, 1.115440
us_000502563,0.061165, 1.123757
us_000406519,0.061165, 1.128293
us_000598020,0.061165, 1.129640
us_000490548,0.061165, 1.129994
us_000515498,0.061165, 1.132577
us_000578391,0.061165, 1.133815
us_000532624,0.061165, 1.139193
us_000500684,0.061165, 1.142869
us_000524251,0.061165, 1.143821
us_000482197,0.061165, 1.144401
us_000500741,0.061165, 1.145341
us_000612881,0.061165, 1.149375
us_000473837,0.061165, 1.150035
us_000521721,0.061165, 1.164075
us_000573830,0.061165, 1.203708
us_000475736,0.061165, 1.214582
us_000533641,0.061165, 1.233200
us_000115553,0.061165, 1.261017
us_000512510,0.061165, 1.370133
us_000524445,0.061165, 1.389813
us_000517353,0.061165, 1.647241
us_000562500,0.061165, 1.949229
pr_001103097,0.040236, 0.000000
pr_000010171,0.040236, 0.000000
us_000514013,0.040236, 0.000001
us_000508866,0.040236, 0.000001
us_000508516,0.040236, 0.000001
us_000553328,0.040236, 0.000001
us_000601354,0.040236, 0.000001
pr_001832288,0.040236, 0.000001
pr_000345346,0.040236, 0.000002
us_000534733,0.040236, 0.000003
pr_000079659,0.040236, 0.000004
pr_000744345,0.040236, 0.000053
us_000557683,0.040236, 0.000078
pr_000665928,0.040236, 0.000080
pr_000815395,0.040236, 0.000117
pr_000856161,0.040236, 0.000129
us_000600111,0.040236, 0.000571
pr_001672195,0.040236, 0.000590
pr_001955083,0.040236, 0.000726
us_000577612,0.040236, 0.000754
pr_001706215,0.040236, 0.001041
us_000546001,0.040236, 0.005358
us_000474427,0.040236, 0.007498
us_000517875,0.040236, 0.016557
us_000526082,0.040236, 0.016678
us_000613155,0.040236, 0.021511
us_000588329,0.040236, 0.030977
us_000555960,0.040236, 0.060924
us_000592101,0.027979, 0.000000
us_000614242,0.027979, 0.000000
us_000560390,0.027979, 0.000000
us_000508245,0.027979, 0.000000
us_000600905,0.027979, 0.000000
us_000536926,0.027979, 0.000000
us_000578605,0.027979, 0.000000
us_000522412,0.027979, 0.000000
us_000541429,0.027979, 0.000000
us_000549834,0.027979, 0.000000
us_000514556,0.027979, 0.000000
us_000520741,0.027979, 0.000000
us_000588618,0.027979, 0.000000
us_000522901,0.027979, 0.000000
us_000539269,0.027979, 0.000000
us_000545861,0.027979, 0.000000
us_000615578,0.027979, 0.000000
us_000594140,0.027979, 0.000000
us_000550162,0.027979, 0.000000
us_000513837,0.027979, 0.000000
us_000521211,0.027979, 0.000002
us_000481165,0.027979, 0.000005
us_000481159,0.027979, 0.000005
pr_001884626,0.027979, 0.000011
us_000467060,0.027979, 0.000018
us_000471494,0.027979, 0.000023
us_000529733,0.027979, 0.000035
us_000502759,0.027979, 0.000054
us_000470674,0.027979, 0.000061
us_000503531,0.027979, 0.000123
us_000558925,0.027979, 0.000126
us_000510846,0.027979, 0.000346
us_000474812,0.027979, 0.000646
us_000610789,0.027979, 0.001803
us_000581575,0.027979, 0.002694
us_000517003,0.027979, 0.003322
us_000232036,0.027979, 0.003831
us_000539084,0.027979, 0.007436
us_000500970,0.027979, 0.014861
us_000550705,0.027979, 0.538625
us_000514680,0.027979, 0.543787
us_000483971,0.027979, 0.548024
us_000378646,0.027979, 0.557701
us_000519098,0.027979, 0.575682
us_000325956,0.027979, 0.586121
us_000507464,0.027979, 0.587438
us_000478555,0.027979, 0.589615
us_000472219,0.027979, 0.590070
us_000472268,0.027979, 0.592868
us_000539599,0.027979, 0.595617
us_000565715,0.027979, 0.596019
us_000571236,0.027979, 0.598297
us_000564304,0.027979, 0.613050
us_000576497,0.027979, 0.613576
us_000478705,0.027979, 0.619174
us_000415387,0.027979, 0.625579
us_000540534,0.027979, 0.627138
us_000478219,0.027979, 0.633156
us_000471790,0.027979, 0.633218
us_000490687,0.027979, 0.633809
us_000497289,0.027979, 0.636562
us_000480479,0.027979, 0.636831
us_000562111,0.027979, 0.637444
us_000567311,0.027979, 0.637644
us_000527808,0.027979, 0.638731
us_000517734,0.027979, 0.645310
us_000549071,0.027979, 0.645877
us_000567905,0.027979, 0.648200
us_000578860,0.027979, 0.648304
us_000475830,0.027979, 0.651316
us_000375388,0.027979, 0.652278
us_000475924,0.027979, 0.652683
us_000476731,0.027979, 0.653015
us_000595196,0.027979, 0.654169
us_000525354,0.027979, 0.654852
us_000567209,0.027979, 0.657930
us_000485775,0.027979, 0.659487
us_000520808,0.027979, 0.659913
us_000303664,0.027979, 0.660548
us_000478075,0.027979, 0.664247
us_000587934,0.027979, 0.664290
us_000487698,0.027979, 0.666056
us_000518205,0.027979, 0.667248
us_000587883,0.027979, 0.667807
us_000478433,0.027979, 0.669131
us_000563091,0.027979, 0.670064
us_000506959,0.027979, 0.670975
us_000507483,0.027979, 0.671245
us_000469055,0.027979, 0.673242
us_000506916,0.027979, 0.673627
us_000518903,0.027979, 0.674451
pr_000444052,0.027979, 0.676647
us_000476370,0.027979, 0.677439
pr_001113692,0.027979, 0.677808
us_000477474,0.027979, 0.677808
us_000488983,0.027979, 0.677808
us_000493023,0.027979, 0.677808
us_000511682,0.027979, 0.678651
us_000527742,0.027979, 0.679723
us_000518108,0.027979, 0.680226
us_000518144,0.027979, 0.680226
us_000478551,0.027979, 0.680226
us_000478548,0.027979, 0.680226
us_000495738,0.027979, 0.680226
us_000519454,0.027979, 0.681962
us_000497029,0.027979, 0.682133
us_000478451,0.027979, 0.682845
us_000510722,0.027979, 0.682845
us_000518346,0.027979, 0.682845
us_000510747,0.027979, 0.682845
us_000497347,0.027979, 0.682845
us_000511652,0.027979, 0.682845
us_000497120,0.027979, 0.682845
us_000492210,0.027979, 0.682845
us_000462045,0.027979, 0.683977
us_000531795,0.027979, 0.691945
us_000302891,0.027979, 0.695408
us_000530064,0.027979, 0.702163
us_000510797,0.027979, 0.702590
us_000472347,0.027979, 0.703321
us_000341369,0.027979, 0.705958
us_000480179,0.027979, 0.706995
us_000475745,0.027979, 0.708321
us_000381511,0.027979, 0.708341
us_000579944,0.027979, 0.714890
us_000478224,0.027979, 0.721206
us_000491359,0.027979, 0.731546
us_000471611,0.027979, 0.747540
us_000469297,0.027979, 0.783951
us_000477047,0.027979, 0.793786
us_000572671,0.027979, 0.816391
us_000492146,0.027979, 0.831050
us_000542866,0.027979, 0.888913
us_000533546,0.027979, 0.901174
us_000263547,0.027979, 0.929726
us_000493056,0.027979, 0.991326
us_000587897,0.027979, 1.031051
us_000523176,0.027979, 1.047861
us_000529838,0.027979, 1.055451
us_000576180,0.027979, 1.648076
us_000488806,0.027979, 2.697954
pr_001674911,0.018483, 0.000000
pr_000862952,0.018483, 0.000000
pr_000825040,0.018483, 0.000000
pr_000834413,0.018483, 0.000000
pr_000025247,0.018483, 0.000000
us_000573502,0.018483, 0.000000
us_000596916,0.018483, 0.000000
us_000586024,0.018483, 0.000000
us_000550213,0.018483, 0.000000
us_000531534,0.018483, 0.000000
us_000464427,0.018483, 0.000001
pr_001146795,0.018483, 0.000001
us_000596478,0.018483, 0.000056
us_000595819,0.018483, 0.000070
us_000557250,0.018483, 0.000127
us_000584076,0.018483, 0.000151
us_000584373,0.018483, 0.000183
us_000571771,0.018483, 0.000375
us_000493197,0.018483, 0.000537
us_000606141,0.018483, 0.003717
us_000478154,0.018483, 0.015331
us_000477230,0.018483, 0.015543
us_000556323,0.018483, 0.016760
us_000609824,0.018483, 0.041761
us_000468930,0.018483, 0.703345
us_000602517,0.018483, 0.707099
us_000498904,0.018483, 0.714225
us_000606006,0.018483, 0.742337
us_000510866,0.018483, 0.748717
us_000503979,0.018483, 0.752775
us_000555720,0.018483, 0.792375
us_000502451,0.018483, 0.817995
us_000558206,0.007209, 0.000000
us_000524943,0.007209, 0.000000
us_000569628,0.007209, 0.000000
us_000560441,0.007209, 0.000000
us_000570028,0.007209, 0.000000
us_000464063,0.007209, 0.000000
pr_001157499,0.007209, 0.000000
pr_002130038,0.007209, 0.000000
pr_001907376,0.007209, 0.000000
pr_002189276,0.007209, 0.000000
pr_001658142,0.007209, 0.000000
pr_000885929,0.007209, 0.000000
pr_000373390,0.007209, 0.000000
pr_000017246,0.007209, 0.000000
pr_001081766,0.007209, 0.000000
us_000524973,0.007209, 0.000000
us_000526073,0.007209, 0.000000
us_000547750,0.007209, 0.000000
pr_000727381,0.007209, 0.000001
us_000552345,0.007209, 0.000001
us_000498252,0.007209, 0.000001
us_000538060,0.007209, 0.000001
us_000484010,0.007209, 0.000001
us_000536554,0.007209, 0.000001
pr_000204318,0.007209, 0.000007
us_000464378,0.007209, 0.000015
us_000606186,0.007209, 0.000024
pr_000473075,0.007209, 0.000031
us_000470740,0.007209, 0.000048
pr_000401060,0.007209, 0.000069
us_000517925,0.007209, 0.000072
us_000591432,0.007209, 0.000089
pr_001007496,0.007209, 0.000231
pr_000815468,0.007209, 0.000406
pr_001754762,0.007209, 0.002113
pr_000726652,0.007209, 0.002527
us_000592406,0.007209, 0.002615
us_000493910,0.007209, 0.013167
pr_000631155,0.007209, 0.024582
us_000579014,0.007209, 0.031748
us_000502403,0.007209, 0.061644
us_000562424,0.007209, 1.562146
us_000482472,0.007209, 1.592997
us_000506898,0.007209, 1.661037
us_000528106,0.004879, 0.000000
us_000556975,0.004879, 0.000000
us_000504070,0.004879, 0.000000
us_000556463,0.004879, 0.000000
us_000561757,0.004879, 0.000000
us_000503695,0.004879, 0.000000
us_000568373,0.004879, 0.000000
us_000537189,0.004879, 0.000000
pr_001146888,0.004879, 0.000000
us_000607716,0.004879, 0.000000
us_000579752,0.004879, 0.000000
us_000595160,0.004879, 0.000000
us_000572725,0.004879, 0.000001
us_000583738,0.004879, 0.000002
us_000596486,0.004879, 0.000003
us_000599812,0.004879, 0.000003
us_000596357,0.004879, 0.000003
us_000581066,0.004879, 0.000004
us_000604433,0.004879, 0.000005
us_000596939,0.004879, 0.000005
us_000593024,0.004879, 0.000005
us_000596401,0.004879, 0.000005
us_000599938,0.004879, 0.000005
us_000600760,0.004879, 0.000005
us_000600416,0.004879, 0.000005
us_000590072,0.004879, 0.000005
us_000594249,0.004879, 0.000005
us_000579603,0.004879, 0.000005
us_000614236,0.004879, 0.000005
us_000563238,0.004879, 0.000005
us_000598177,0.004879, 0.000005
us_000523716,0.004879, 0.000006
us_000595131,0.004879, 0.000007
us_000616473,0.004879, 0.000007
us_000580615,0.004879, 0.000008
us_000613692,0.004879, 0.000010
us_000517322,0.004879, 0.000010
us_000550027,0.004879, 0.000010
us_000527161,0.004879, 0.000010
us_000531722,0.004879, 0.000010
us_000515934,0.004879, 0.000010
us_000544698,0.004879, 0.000010
us_000525691,0.004879, 0.000010
us_000549628,0.004879, 0.000010
us_000491334,0.004879, 0.000010
us_000506033,0.004879, 0.000010
us_000545667,0.004879, 0.000010
us_000594125,0.004879, 0.000011
us_000525682,0.004879, 0.000011
us_000524724,0.004879, 0.000014
us_000616177,0.004879, 0.000019
us_000601423,0.004879, 0.000024
us_000521978,0.004879, 0.000065
us_000532237,0.004879, 0.000067
us_000526494,0.004879, 0.000069
us_000579025,0.004879, 0.000080
us_000587248,0.004879, 0.000080
us_000540206,0.004879, 0.000121
us_000587933,0.004879, 0.000838
us_000562615,0.004879, 0.003232
us_000550896,0.004879, 0.502154
us_000585842,0.004879, 0.551258
us_000519875,0.004879, 0.566055
us_000546110,0.004879, 0.567267
us_000615504,0.004879, 0.575334
us_000526842,0.004879, 0.575673
us_000558697,0.004879, 0.575963
us_000567003,0.004879, 0.583025
us_000550047,0.004879, 0.583646
us_000589268,0.004879, 0.584418
us_000594919,0.004879, 0.585419
us_000615429,0.004879, 0.586194
us_000561951,0.004879, 0.587245
us_000603741,0.004879, 0.587916
us_000551297,0.004879, 0.587994
us_000505200,0.004879, 0.589996
us_000543664,0.004879, 0.590001
us_000517686,0.004879, 0.591900
us_000578091,0.004879, 0.592372
us_000615022,0.004879, 0.594249
us_000526841,0.004879, 0.595375
us_000502675,0.004879, 0.597153
us_000504648,0.004879, 0.597426
us_000551371,0.004879, 0.597648
us_000565557,0.004879, 0.598337
us_000482396,0.004879, 0.599006
us_000565719,0.004879, 0.599724
us_000600374,0.004879, 0.600325
us_000469778,0.004879, 0.600492
us_000615434,0.004879, 0.600545
us_000573975,0.004879, 0.600774
us_000530394,0.004879, 0.601058
us_000510090,0.004879, 0.601063
us_000586651,0.004879, 0.602704
us_000600998,0.004879, 0.603045
us_000540222,0.004879, 0.603489
us_000544968,0.004879, 0.603880
us_000532061,0.004879, 0.604152
us_000594776,0.004879, 0.604466
us_000585632,0.004879, 0.604636
us_000563053,0.004879, 0.604636
us_000615895,0.004879, 0.605660
us_000615871,0.004879, 0.605660
us_000615894,0.004879, 0.605660
us_000615861,0.004879, 0.605660
us_000615864,0.004879, 0.605660
us_000615866,0.004879, 0.605660
us_000615878,0.004879, 0.605660
us_000601131,0.004879, 0.605717
us_000608259,0.004879, 0.606241
us_000605045,0.004879, 0.606422
us_000608084,0.004879, 0.607568
us_000539172,0.004879, 0.608289
us_000551978,0.004879, 0.608706
us_000503900,0.004879, 0.609395
us_000566214,0.004879, 0.610971
us_000611041,0.004879, 0.610971
us_000615901,0.004879, 0.611684
us_000615898,0.004879, 0.611684
us_000615923,0.004879, 0.611684
us_000615933,0.004879, 0.611684
us_000615969,0.004879, 0.611684
us_000615909,0.004879, 0.611684
us_000604914,0.004879, 0.611807
us_000539149,0.004879, 0.611908
us_000570159,0.004879, 0.611908
us_000557117,0.004879, 0.613114
us_000557698,0.004879, 0.613560
us_000608891,0.004879, 0.613579
us_000612246,0.004879, 0.613787
us_000558005,0.004879, 0.614007
us_000551174,0.004879, 0.614180
us_000540424,0.004879, 0.614180
us_000589321,0.004879, 0.614180
us_000563208,0.004879, 0.614568
us_000604039,0.004879, 0.615336
us_000514841,0.004879, 0.616003
us_000540528,0.004879, 0.616792
us_000551302,0.004879, 0.617331
us_000571267,0.004879, 0.617524
us_000555204,0.004879, 0.618544
us_000580984,0.004879, 0.619040
us_000545981,0.004879, 0.619145
us_000616032,0.004879, 0.619477
us_000526843,0.004879, 0.620197
us_000544878,0.004879, 0.620608
us_000586482,0.004879, 0.620780
us_000545652,0.004879, 0.621140
us_000539511,0.004879, 0.621214
us_000535497,0.004879, 0.621601
us_000543384,0.004879, 0.621601
us_000540221,0.004879, 0.621601
us_000616020,0.004879, 0.621601
us_000539459,0.004879, 0.621601
us_000540223,0.004879, 0.621601
us_000539950,0.004879, 0.621601
us_000540567,0.004879, 0.621601
us_000543005,0.004879, 0.621601
us_000540141,0.004879, 0.621601
us_000526840,0.004879, 0.621601
us_000540557,0.004879, 0.621601
us_000539547,0.004879, 0.621601
us_000540491,0.004879, 0.621601
us_000526585,0.004879, 0.621601
us_000545416,0.004879, 0.621601
us_000604854,0.004879, 0.621601
us_000487997,0.004879, 0.621601
us_000543710,0.004879, 0.621601
us_000526845,0.004879, 0.621601
us_000528104,0.004879, 0.621601
us_000602493,0.004879, 0.621601
us_000555019,0.004879, 0.621902
us_000605370,0.004879, 0.622931
us_000557821,0.004879, 0.623321
us_000526844,0.004879, 0.624615
us_000530700,0.004879, 0.626305
us_000546037,0.004879, 0.627029
us_000467542,0.004879, 0.627622
us_000586776,0.004879, 0.628093
us_000581375,0.004879, 0.629345
us_000530297,0.004879, 0.631429
us_000565512,0.004879, 0.634889
us_000519576,0.004879, 0.635085
us_000572635,0.004879, 0.637077
us_000510445,0.004879, 0.640127
us_000576289,0.004879, 0.641063
us_000522493,0.004879, 0.645219
us_000601662,0.004879, 0.648229
us_000566312,0.004879, 0.651029
us_000503876,0.004879, 0.651650
us_000514953,0.004879, 0.659441
us_000533281,0.004879, 0.661581
us_000527708,0.004879, 0.662008
us_000591769,0.004879, 0.663567
us_000571651,0.004879, 0.667616
us_000550068,0.004879, 0.668602
us_000580823,0.004879, 0.673027
us_000602508,0.004879, 0.676933
us_000591716,0.004879, 0.677344
us_000553888,0.004879, 0.678431
us_000501582,0.004879, 0.680289
us_000593283,0.004879, 0.682387
us_000571606,0.004879, 0.698634
us_000481884,0.004879, 0.699137
us_000593214,0.004879, 0.699352
us_000554768,0.004879, 0.702913
us_000504820,0.004879, 0.711514
us_000581388,0.004879, 0.717418
us_000468077,0.004879, 0.786885
us_000503776,0.004879, 0.799356
us_000558702,0.004879, 0.807537
us_000562482,0.004879, 0.841225
us_000487878,0.004879, 0.860672
us_000571203,0.004879, 0.934216
us_000506473,0.004879, 1.029212
us_000563515,0.004879, 1.601239
pr_000766428,0.004729, 0.000000
us_000578251,0.004729, 0.000009
us_000506172,0.004729, 0.000012
us_000594422,0.004729, 0.000012
us_000524682,0.004729, 0.000203
pr_001779413,0.004729, 0.000204
us_000568557,0.004729, 0.000425
us_000537411,0.004729, 0.000668
us_000585103,0.004729, 0.000672
us_000465419,0.004729, 0.000706
us_000579022,0.004729, 0.000784
us_000613321,0.004729, 0.000958
us_000560918,0.004729, 0.000968
us_000464595,0.004729, 0.001048
us_000536422,0.004729, 0.001731
us_000466316,0.004729, 0.001950
us_000520403,0.004729, 0.003034
us_000595259,0.004729, 0.004612
us_000549182,0.004729, 0.007767
us_000565392,0.004729, 0.049173
us_000570292,0.004729, 0.058825
us_000491643,0.004729, 0.077564
us_000538667,0.004729, 0.084376
pr_001048769,0.003817, 0.000000
pr_000891918,0.003817, 0.000000
pr_000621383,0.003817, 0.000000
pr_000255072,0.003817, 0.000000
pr_000970030,0.003817, 0.000003
pr_000475600,0.003817, 0.000003
us_000520459,0.003817, 0.000005
us_000465062,0.003817, 0.000005
pr_001025380,0.003817, 0.000009
us_000461614,0.003817, 0.000010
us_000466712,0.003817, 0.000010
pr_000785328,0.003817, 0.000012
pr_000292083,0.003817, 0.000015
pr_001922857,0.003817, 0.000019
pr_000752974,0.003817, 0.000023
pr_001107341,0.003817, 0.000044
pr_001927481,0.003817, 0.000074
pr_000902603,0.003817, 0.000106
pr_001619029,0.003817, 0.000124
pr_000651887,0.003817, 0.000135
pr_000840279,0.003817, 0.000182
pr_000790316,0.003817, 0.000197
pr_000829171,0.003817, 0.000231
us_000027474,0.003817, 0.000277
pr_000749361,0.003817, 0.000355
us_000574937,0.003817, 0.004120
us_000493228,0.003817, 0.010590
us_000487916,0.003817, 0.013164
us_000563523,0.003817, 0.029426
us_000084482,0.003817, 1.469930
us_000536340,0.003817, 2.606279
us_000536315,0.003817, 2.627717
us_000523222,0.003817, 2.727983
us_000085273,0.003817, 2.937751
